
// JSON 解析错误：JSON语法结构存在错误，无法解析，以下为您输出接口原文。
💥雨虹K歌💥,#genre#
白色魔怪,http://em.21dtv.com/songs/60133947.mkv
卑微的承诺,http://em.21dtv.com/songs/60010107.mkv
不要告别+告别,http://em.21dtv.com/songs/60169452.mkv
八掌溪恋歌,http://em.21dtv.com/songs/60118301.mkv
cest la vie,http://em.21dtv.com/songs/60000887.mkv
船歌(演唱会),http://em.21dtv.com/songs/60013146.mkv
超级自恋男,http://em.21dtv.com/songs/60012387.mkv
城市里的女人啊,http://em.21dtv.com/songs/60128645.mkv
春天的故事,http://em.21dtv.com/songs/60089559.mkv
春天的河边,http://em.21dtv.com/songs/60133945.mkv
愁西湖,http://em.21dtv.com/songs/60012896.mkv
春有百花,http://em.21dtv.com/songs/60154778.mkv
沉重的脚步,http://em.21dtv.com/songs/60130049.mkv
才知我的痛,http://em.21dtv.com/songs/60151232.mkv
答案,http://em.21dtv.com/songs/60013720.mkv
大闹中国年,http://em.21dtv.com/songs/60075071.mkv
都是被爱伤害的人,http://em.21dtv.com/songs/60081953.mkv
淡水的庙仔边,http://em.21dtv.com/songs/60014453.mkv
当我遇见你,http://em.21dtv.com/songs/60065931.mkv
大雪花,http://em.21dtv.com/songs/60151947.mkv
二零一二,http://em.21dtv.com/songs/60075278.mkv
恶意,http://em.21dtv.com/songs/60150483.mkv
风吹的命运,http://em.21dtv.com/songs/60017243.mkv
放开你的痛,http://em.21dtv.com/songs/60075311.mkv
飞鸟与鱼,http://em.21dtv.com/songs/60016836.mkv
飞鸟与鱼(演唱会),http://em.21dtv.com/songs/60016835.mkv
forever(演唱会),http://em.21dtv.com/songs/60001775.mkv
分手潮流,http://em.21dtv.com/songs/60075353.mkv
公车牌之恋,http://em.21dtv.com/songs/60018682.mkv
感恩,http://em.21dtv.com/songs/60017950.mkv
橄榄树,http://em.21dtv.com/songs/60018117.mkv
故事,http://em.21dtv.com/songs/60121346.mkv
蝴蝶杯,http://em.21dtv.com/songs/60021242.mkv
好多余,http://em.21dtv.com/songs/60096960.mkv
洪湖水,http://em.21dtv.com/songs/60101877.mkv
回家的路,http://em.21dtv.com/songs/60119853.mkv
好男人还有很多,http://em.21dtv.com/songs/60020101.mkv
好男人有很多,http://em.21dtv.com/songs/60091623.mkv
后山痴情花,http://em.21dtv.com/songs/60151231.mkv
寒心,http://em.21dtv.com/songs/60130046.mkv
欢颜,http://em.21dtv.com/songs/60170071.mkv
欢颜(演唱会),http://em.21dtv.com/songs/60021791.mkv
哈一哟,http://em.21dtv.com/songs/60019566.mkv
觉,http://em.21dtv.com/songs/60085316.mkv
交个朋友,http://em.21dtv.com/songs/60023448.mkv
江湖泪,http://em.21dtv.com/songs/60023334.mkv
结局后才明白,http://em.21dtv.com/songs/60066068.mkv
就是这么乔,http://em.21dtv.com/songs/60024636.mkv
金庸,http://em.21dtv.com/songs/60088228.mkv
九月的高跟鞋,http://em.21dtv.com/songs/60024353.mkv
空洞,http://em.21dtv.com/songs/60076272.mkv
哭泣的骆驼,http://em.21dtv.com/songs/60025568.mkv
恋爱啦,http://em.21dtv.com/songs/60027021.mkv
烈酒,http://em.21dtv.com/songs/60152071.mkv
离水的鱼,http://em.21dtv.com/songs/60026785.mkv
恋上你的无赖,http://em.21dtv.com/songs/60087250.mkv
李香兰(演唱会),http://em.21dtv.com/songs/60026872.mkv
made in taiwan恰恰,http://em.21dtv.com/songs/60003694.mkv
魔方,http://em.21dtv.com/songs/60128647.mkv
芒果花,http://em.21dtv.com/songs/60130053.mkv
麦憨啊,http://em.21dtv.com/songs/60118303.mkv
梦回白鹿原,http://em.21dtv.com/songs/60162856.mkv
妹妹找哥哥,http://em.21dtv.com/songs/60029383.mkv
命中注定我爱你,http://em.21dtv.com/songs/60130044.mkv
你的烂借口,http://em.21dtv.com/songs/60031572.mkv
你还爱着他,http://em.21dtv.com/songs/60031736.mkv
女人的一生,http://em.21dtv.com/songs/60130045.mkv
女人花,http://em.21dtv.com/songs/60169439.mkv
女人与小孩(无原唱),http://em.21dtv.com/songs/60032985.mkv
你是我的天使,http://em.21dtv.com/songs/60100691.mkv
你是我的天使(演唱会),http://em.21dtv.com/songs/60101014.mkv
你是我所有的回忆,http://em.21dtv.com/songs/60032162.mkv
你是我这一生的宝贝,http://em.21dtv.com/songs/60110817.mkv
你我他,http://em.21dtv.com/songs/60121345.mkv
偏偏怀念,http://em.21dtv.com/songs/60131914.mkv
啪啪啪,http://em.21dtv.com/songs/60128745.mkv
亲爱的我想告诉你,http://em.21dtv.com/songs/60151082.mkv
七点钟(演唱会),http://em.21dtv.com/songs/60033738.mkv
恰恰,http://em.21dtv.com/songs/60095830.mkv
齐豫-般若波罗蜜多心经,http://em.21dtv.com/songs/60154788.mkv
让爱回来,http://em.21dtv.com/songs/60036023.mkv
如果没有遇见,http://em.21dtv.com/songs/60077413.mkv
如果真的不要,http://em.21dtv.com/songs/60036990.mkv
人生似酒,http://em.21dtv.com/songs/60100344.mkv
山顶的有情人,http://em.21dtv.com/songs/60130047.mkv
事到如今,http://em.21dtv.com/songs/60108270.mkv
是否,http://em.21dtv.com/songs/60169219.mkv
是否+爱的箴言,http://em.21dtv.com/songs/60168072.mkv
水晶球,http://em.21dtv.com/songs/60133946.mkv
是酒也是泪[欣赏版],http://em.21dtv.com/songs/60102596.mkv
森林,http://em.21dtv.com/songs/60155608.mkv
思念的海岸,http://em.21dtv.com/songs/60118302.mkv
思念的梦,http://em.21dtv.com/songs/60108271.mkv
少年青春,http://em.21dtv.com/songs/60038135.mkv
深情誓言,http://em.21dtv.com/songs/60151084.mkv
傻傻的爱,http://em.21dtv.com/songs/60125997.mkv
stories,http://em.21dtv.com/songs/60005284.mkv
伤心泪,http://em.21dtv.com/songs/60130043.mkv
疏雨彩虹,http://em.21dtv.com/songs/60128275.mkv
伤在2014的情缘,http://em.21dtv.com/songs/60099434.mkv
山楂树,http://em.21dtv.com/songs/60037692.mkv
This Is A War,http://em.21dtv.com/songs/60137339.mkv
同命,http://em.21dtv.com/songs/60146077.mkv
turning,http://em.21dtv.com/songs/60005963.mkv
天下唯吾,http://em.21dtv.com/songs/60154604.mkv
停在昨天,http://em.21dtv.com/songs/60042635.mkv
无,http://em.21dtv.com/songs/60145451.mkv
我爱的心里只有你,http://em.21dtv.com/songs/60100346.mkv
无爱卡快活,http://em.21dtv.com/songs/60130048.mkv
为爱寻找,http://em.21dtv.com/songs/60147625.mkv
我的一票投乎你,http://em.21dtv.com/songs/60095832.mkv
我非西门,http://em.21dtv.com/songs/60045423.mkv
我将你热爱,http://em.21dtv.com/songs/60168870.mkv
万魔皆封,http://em.21dtv.com/songs/60168737.mkv
我们这一代,http://em.21dtv.com/songs/60080685.mkv
为你流过的泪,http://em.21dtv.com/songs/60097717.mkv
为什么爱到最后只能做朋友,http://em.21dtv.com/songs/60100343.mkv
我是一只离水的鱼,http://em.21dtv.com/songs/60095831.mkv
我是怎么了,http://em.21dtv.com/songs/60046215.mkv
玩笑话,http://em.21dtv.com/songs/60156507.mkv
相爱的力量,http://em.21dtv.com/songs/60128646.mkv
小刺猬,http://em.21dtv.com/songs/60065212.mkv
相对,http://em.21dtv.com/songs/60048628.mkv
新的你,http://em.21dtv.com/songs/60097107.mkv
幸福,http://em.21dtv.com/songs/60051215.mkv
幸福的源泉,http://em.21dtv.com/songs/60051299.mkv
心结谁来解,http://em.21dtv.com/songs/60146493.mkv
想你不再心痛,http://em.21dtv.com/songs/60100345.mkv
心碎爱情戏,http://em.21dtv.com/songs/60151482.mkv
心痛不已,http://em.21dtv.com/songs/60151083.mkv
小太阳,http://em.21dtv.com/songs/60049756.mkv
小小蜗居,http://em.21dtv.com/songs/60138323.mkv
新鲜鱼,http://em.21dtv.com/songs/60126428.mkv
夜店歌声,http://em.21dtv.com/songs/60095829.mkv
月光心事,http://em.21dtv.com/songs/60056368.mkv
有没有这种说法,http://em.21dtv.com/songs/60055191.mkv
一切都会好的,http://em.21dtv.com/songs/60164973.mkv
一起长大,http://em.21dtv.com/songs/60086119.mkv
欲水,http://em.21dtv.com/songs/60055821.mkv
又是秋雨夜,http://em.21dtv.com/songs/60120837.mkv
一生所求,http://em.21dtv.com/songs/60151481.mkv
一条日光大道,http://em.21dtv.com/songs/60169834.mkv
因为我爱你,http://em.21dtv.com/songs/60079198.mkv
用性命爱我,http://em.21dtv.com/songs/60151011.mkv
有一个人,http://em.21dtv.com/songs/60055359.mkv
烟雨情怀,http://em.21dtv.com/songs/60151085.mkv
鸳鸯溪,http://em.21dtv.com/songs/60108272.mkv
最爱(演唱会),http://em.21dtv.com/songs/60060048.mkv
祝福(演唱会),http://em.21dtv.com/songs/60059293.mkv
祝福happy birhday,http://em.21dtv.com/songs/60128276.mkv
这个年纪,http://em.21dtv.com/songs/60127632.mkv
再见,http://em.21dtv.com/songs/60152561.mkv
藏镜人,http://em.21dtv.com/songs/60012048.mkv
早来的爱,http://em.21dtv.com/songs/60101462.mkv
醉美之星,http://em.21dtv.com/songs/60161503.mkv
重写,http://em.21dtv.com/songs/60165557.mkv
重新来过,http://em.21dtv.com/songs/60059165.mkv
真心误会,http://em.21dtv.com/songs/60130052.mkv
走在雨中(演唱会),http://em.21dtv.com/songs/60059982.mkv

任然,#genre#
爱的童话,http://em.21dtv.com/songs/60164760.mkv
避雨,http://em.21dtv.com/songs/60114987.mkv
东亭,http://em.21dtv.com/songs/60152766.mkv
风风雨雨相伴过,http://em.21dtv.com/songs/60017293.mkv
后继者,http://em.21dtv.com/songs/60132186.mkv
画下年少然,http://em.21dtv.com/songs/60147111.mkv
静静听,http://em.21dtv.com/songs/60024268.mkv
空空如也,http://em.21dtv.com/songs/60151236.mkv
墨,http://em.21dtv.com/songs/60152237.mkv
梦乡,http://em.21dtv.com/songs/60064552.mkv
那年初夏,http://em.21dtv.com/songs/60067251.mkv
亲亲的草原,http://em.21dtv.com/songs/60064725.mkv
轻松,http://em.21dtv.com/songs/60104776.mkv
情绪挑拨,http://em.21dtv.com/songs/60125106.mkv
然后呢,http://em.21dtv.com/songs/60107480.mkv
世界之外,http://em.21dtv.com/songs/60077640.mkv
三生,http://em.21dtv.com/songs/60133356.mkv
山外小楼夜听雨,http://em.21dtv.com/songs/60132187.mkv
我不会假装,http://em.21dtv.com/songs/60104775.mkv
唯你才知道,http://em.21dtv.com/songs/60072505.mkv
无人之岛,http://em.21dtv.com/songs/60161898.mkv
外愈,http://em.21dtv.com/songs/60150415.mkv
我一点都不难过,http://em.21dtv.com/songs/60067591.mkv
幸福之路,http://em.21dtv.com/songs/60065279.mkv
新年快乐,http://em.21dtv.com/songs/60132188.mkv
谢谢你,http://em.21dtv.com/songs/60170392.mkv
有幸,http://em.21dtv.com/songs/60168217.mkv
疑心病,http://em.21dtv.com/songs/60163764.mkv
走不出回忆,http://em.21dtv.com/songs/60132189.mkv

任贤齐,#genre#
暗暗地伤心,http://em.21dtv.com/songs/60009360.mkv
爱的初体验(演唱会),http://em.21dtv.com/songs/60007184.mkv
爱的路上只有我和你(演唱会),http://em.21dtv.com/songs/60007312.mkv
爱的世界,http://em.21dtv.com/songs/60007369.mkv
爱过才心痛,http://em.21dtv.com/songs/60114988.mkv
爱很疯,http://em.21dtv.com/songs/60007584.mkv
安静的人,http://em.21dtv.com/songs/60009312.mkv
爱你的最后一天,http://em.21dtv.com/songs/60007888.mkv
爱你永不忘,http://em.21dtv.com/songs/60090562.mkv
爱你在伤口,http://em.21dtv.com/songs/60008039.mkv
爱拼才会赢,http://em.21dtv.com/songs/60008065.mkv
爱情躲避球,http://em.21dtv.com/songs/60084828.mkv
爱伤了,http://em.21dtv.com/songs/60008623.mkv
爱上夏天,http://em.21dtv.com/songs/60113248.mkv
爱在你伤口,http://em.21dtv.com/songs/60009177.mkv
把悲伤留给自己(演唱会),http://em.21dtv.com/songs/60009546.mkv
爆掉,http://em.21dtv.com/songs/60074634.mkv
不单爱你这些,http://em.21dtv.com/songs/60087275.mkv
北海任我行,http://em.21dtv.com/songs/60084892.mkv
别哭我想我爱你,http://em.21dtv.com/songs/60010602.mkv
冰力十足,http://em.21dtv.com/songs/60010834.mkv
冰力十足(演唱会),http://em.21dtv.com/songs/60010833.mkv
别恋我,http://em.21dtv.com/songs/60010631.mkv
别让我寂寞,http://em.21dtv.com/songs/60010655.mkv
别让我任性,http://em.21dtv.com/songs/60092243.mkv
冰透心房,http://em.21dtv.com/songs/60010850.mkv
别想,http://em.21dtv.com/songs/60010741.mkv
不信邪,http://em.21dtv.com/songs/60064015.mkv
不要变,http://em.21dtv.com/songs/60011525.mkv
不要变(演唱会),http://em.21dtv.com/songs/60011524.mkv
把一个人放在心上,http://em.21dtv.com/songs/60090558.mkv
不要轻易,http://em.21dtv.com/songs/60089119.mkv
别要说我不再意,http://em.21dtv.com/songs/60090545.mkv
不要再用冷漠,http://em.21dtv.com/songs/60090541.mkv
不在乎,http://em.21dtv.com/songs/60101892.mkv
不再让你孤单(演唱会),http://em.21dtv.com/songs/60011744.mkv
不止伤心,http://em.21dtv.com/songs/60089118.mkv
匆匆,http://em.21dtv.com/songs/60013478.mkv
初次的约会,http://em.21dtv.com/songs/60087277.mkv
彩虹沙漠,http://em.21dtv.com/songs/60101893.mkv
春秋和冬夏,http://em.21dtv.com/songs/60090559.mkv
出去就别回来,http://em.21dtv.com/songs/60012950.mkv
彩色西门町,http://em.21dtv.com/songs/60011956.mkv
冲绳之恋,http://em.21dtv.com/songs/60012867.mkv
春天花会开,http://em.21dtv.com/songs/60013337.mkv
春天花会开(演唱会),http://em.21dtv.com/songs/60013336.mkv
到处是阳光,http://em.21dtv.com/songs/60014729.mkv
大番薯,http://em.21dtv.com/songs/60075047.mkv
大懒堂,http://em.21dtv.com/songs/60014053.mkv
对面的女孩看过来,http://em.21dtv.com/songs/60016024.mkv
大声对你说,http://em.21dtv.com/songs/60090548.mkv
动绳之恋,http://em.21dtv.com/songs/60090546.mkv
对折,http://em.21dtv.com/songs/60075261.mkv
非常爱你,http://em.21dtv.com/songs/60080249.mkv
副歌第一句,http://em.21dtv.com/songs/60017783.mkv
飞进你的心,http://em.21dtv.com/songs/60090570.mkv
疯狂的存在,http://em.21dtv.com/songs/60081378.mkv
飞鸟,http://em.21dtv.com/songs/60016831.mkv
飞鸟(演唱会),http://em.21dtv.com/songs/60016829.mkv
风云决,http://em.21dtv.com/songs/60017447.mkv
赶不走,http://em.21dtv.com/songs/60017904.mkv
孤独的灯火,http://em.21dtv.com/songs/60090551.mkv
功夫恰恰,http://em.21dtv.com/songs/60018725.mkv
光芒,http://em.21dtv.com/songs/60064263.mkv
花好月圆夜(演唱会),http://em.21dtv.com/songs/60021372.mkv
好聚好散,http://em.21dtv.com/songs/60020071.mkv
海阔天空(演唱会),http://em.21dtv.com/songs/60019752.mkv
好时代,http://em.21dtv.com/songs/60020158.mkv
好说话,http://em.21dtv.com/songs/60020168.mkv
还是寂寞,http://em.21dtv.com/songs/60019615.mkv
很受伤,http://em.21dtv.com/songs/60020655.mkv
花太香,http://em.21dtv.com/songs/60021485.mkv
花太香(演唱会),http://em.21dtv.com/songs/60021484.mkv
火焰,http://em.21dtv.com/songs/60022473.mkv
还有我,http://em.21dtv.com/songs/60019662.mkv
还有我(演唱会),http://em.21dtv.com/songs/60019660.mkv
活着,http://em.21dtv.com/songs/60090561.mkv
i feel good,http://em.21dtv.com/songs/60002515.mkv
i feel good(演唱会),http://em.21dtv.com/songs/60002514.mkv
举杯,http://em.21dtv.com/songs/60024711.mkv
给咖啡加点糖吧,http://em.21dtv.com/songs/60090572.mkv
寂寞也能快乐,http://em.21dtv.com/songs/60022940.mkv
给你幸福,http://em.21dtv.com/songs/60018507.mkv
绝望的生鱼片,http://em.21dtv.com/songs/60024872.mkv
今晚我要去唱歌,http://em.21dtv.com/songs/60087276.mkv
给我幸福(演唱会),http://em.21dtv.com/songs/60018563.mkv
给我一杯酒,http://em.21dtv.com/songs/60090566.mkv
橘子香水,http://em.21dtv.com/songs/60024696.mkv
看电影,http://em.21dtv.com/songs/60090564.mkv
哭个痛快,http://em.21dtv.com/songs/60025552.mkv
哭个痛快(演唱会),http://em.21dtv.com/songs/60025551.mkv
看见一只和平鸽,http://em.21dtv.com/songs/60090565.mkv
看我的,http://em.21dtv.com/songs/60025132.mkv
苦与挣扎,http://em.21dtv.com/songs/60090567.mkv
来不及告诉你,http://em.21dtv.com/songs/60025960.mkv
留不住让他走,http://em.21dtv.com/songs/60027526.mkv
老地方,http://em.21dtv.com/songs/60026328.mkv
路过的幸福,http://em.21dtv.com/songs/60087280.mkv
路过幸福,http://em.21dtv.com/songs/60089120.mkv
两极,http://em.21dtv.com/songs/60027275.mkv
两极(演唱会),http://em.21dtv.com/songs/60027274.mkv
流浪汉,http://em.21dtv.com/songs/60027665.mkv
冷漠,http://em.21dtv.com/songs/60026606.mkv
猎人传说,http://em.21dtv.com/songs/60027376.mkv
留下你的美,http://em.21dtv.com/songs/60090563.mkv
良药苦口,http://em.21dtv.com/songs/60027172.mkv
老张的歌,http://em.21dtv.com/songs/60026456.mkv
流着泪的你的脸,http://em.21dtv.com/songs/60027749.mkv
浪子心声,http://em.21dtv.com/songs/60092245.mkv
美丽的坏女人,http://em.21dtv.com/songs/60029191.mkv
美丽坏女人,http://em.21dtv.com/songs/60029257.mkv
美丽坏女人(演唱会),http://em.21dtv.com/songs/60029256.mkv
明天过后,http://em.21dtv.com/songs/60030181.mkv
明天我要嫁给你(演唱会),http://em.21dtv.com/songs/60030213.mkv
没有后悔,http://em.21dtv.com/songs/60090560.mkv
没有人了解我,http://em.21dtv.com/songs/60028874.mkv
呢喃,http://em.21dtv.com/songs/60031311.mkv
女人的心,http://em.21dtv.com/songs/60032921.mkv
女人味,http://em.21dtv.com/songs/60090571.mkv
你是我老婆,http://em.21dtv.com/songs/60032150.mkv
你踏上我的脚步,http://em.21dtv.com/songs/60090544.mkv
你愿意我愿意,http://em.21dtv.com/songs/60032452.mkv
你知道我在等你吗(演唱会),http://em.21dtv.com/songs/60032551.mkv
你怎么舍得我难过(演唱会),http://em.21dtv.com/songs/60032499.mkv
你在说谎,http://em.21dtv.com/songs/60032468.mkv
ok ok rap组曲(演唱会),http://em.21dtv.com/songs/60004243.mkv
萍聚(演唱会),http://em.21dtv.com/songs/60033641.mkv
朋友的酒,http://em.21dtv.com/songs/60130069.mkv
朋友你变了没有,http://em.21dtv.com/songs/60033341.mkv
朋友你恋了没有,http://em.21dtv.com/songs/60092244.mkv
朋友 你恋了没有,http://em.21dtv.com/songs/60033301.mkv
倾城之泪,http://em.21dtv.com/songs/60077224.mkv
秋天来了,http://em.21dtv.com/songs/60035735.mkv
日出东方,http://em.21dtv.com/songs/60036618.mkv
如此可爱,http://em.21dtv.com/songs/60090550.mkv
如果没有你,http://em.21dtv.com/songs/60036824.mkv
如果没有你(演唱会),http://em.21dtv.com/songs/60036824.mkv
如果你知道我的需要,http://em.21dtv.com/songs/60090549.mkv
如果有人比我更爱你,http://em.21dtv.com/songs/60036962.mkv
若是你在我身边(演唱会),http://em.21dtv.com/songs/60037110.mkv
任性,http://em.21dtv.com/songs/60077374.mkv
任逍遥,http://em.21dtv.com/songs/60036565.mkv
舍不得,http://em.21dtv.com/songs/60038195.mkv
死不了,http://em.21dtv.com/songs/60040612.mkv
睡到12点,http://em.21dtv.com/songs/60040287.mkv
圣诞快来了,http://em.21dtv.com/songs/60085706.mkv
烧得厉害(演唱会),http://em.21dtv.com/songs/60038081.mkv
说谎的眼睛,http://em.21dtv.com/songs/60040390.mkv
瞬间的爱,http://em.21dtv.com/songs/60040322.mkv
散落的梦,http://em.21dtv.com/songs/60087278.mkv
谁来拥抱我,http://em.21dtv.com/songs/60090568.mkv
神魔不信邪,http://em.21dtv.com/songs/60064855.mkv
少年游,http://em.21dtv.com/songs/60038148.mkv
是谁的错,http://em.21dtv.com/songs/60087279.mkv
stay with me,http://em.21dtv.com/songs/60005251.mkv
伤心的尽头,http://em.21dtv.com/songs/60090543.mkv
伤心太平洋,http://em.21dtv.com/songs/60037954.mkv
属于你,http://em.21dtv.com/songs/60090552.mkv
谁要我站起来,http://em.21dtv.com/songs/60040145.mkv
狮子山下(演唱会),http://em.21dtv.com/songs/60038885.mkv
逃离色彩(无原唱),http://em.21dtv.com/songs/60041551.mkv
吞没,http://em.21dtv.com/songs/60090547.mkv
天使也一样,http://em.21dtv.com/songs/60042069.mkv
天涯,http://em.21dtv.com/songs/60154833.mkv
她要我她不爱我,http://em.21dtv.com/songs/60041169.mkv
她在说谎,http://em.21dtv.com/songs/60041176.mkv
我爱你,http://em.21dtv.com/songs/60044613.mkv
忘不了的你,http://em.21dtv.com/songs/60043498.mkv
我不要沉默,http://em.21dtv.com/songs/60090553.mkv
我的要求你怎么说,http://em.21dtv.com/songs/60045329.mkv
我的要求你怎样说,http://em.21dtv.com/songs/60090557.mkv
无法达到的境界,http://em.21dtv.com/songs/60047091.mkv
我很傻,http://em.21dtv.com/songs/60045571.mkv
我很有钱,http://em.21dtv.com/songs/60090555.mkv
我就在你身边,http://em.21dtv.com/songs/60045669.mkv
完美的奇迹,http://em.21dtv.com/songs/60085813.mkv
为你而祝福,http://em.21dtv.com/songs/60090542.mkv
无你就无我(无原唱),http://em.21dtv.com/songs/60047289.mkv
外婆的澎湖湾2015,http://em.21dtv.com/songs/60111685.mkv
外婆桥,http://em.21dtv.com/songs/60043082.mkv
我是有钱人,http://em.21dtv.com/songs/60046212.mkv
我是一只小小鸟(演唱会),http://em.21dtv.com/songs/60046205.mkv
我是一只鱼,http://em.21dtv.com/songs/60046211.mkv
我为你祝福,http://em.21dtv.com/songs/60090554.mkv
我用我的心,http://em.21dtv.com/songs/60090556.mkv
五一五一,http://em.21dtv.com/songs/60047671.mkv
我知道抗拒爱很难,http://em.21dtv.com/songs/60046930.mkv
为自己骄傲,http://em.21dtv.com/songs/60044146.mkv
小白脸,http://em.21dtv.com/songs/60049479.mkv
兄弟,http://em.21dtv.com/songs/60051447.mkv
想飞,http://em.21dtv.com/songs/60049028.mkv
小狼狗,http://em.21dtv.com/songs/60049615.mkv
戏迷,http://em.21dtv.com/songs/60048206.mkv
心情车站(演唱会),http://em.21dtv.com/songs/60050427.mkv
心太软,http://em.21dtv.com/songs/60050575.mkv
希望你明年冬天会回来,http://em.21dtv.com/songs/60047992.mkv
希望有一天,http://em.21dtv.com/songs/60047996.mkv
小雪,http://em.21dtv.com/songs/60049854.mkv
星语心愿(演唱会),http://em.21dtv.com/songs/60051151.mkv
拥抱的快乐,http://em.21dtv.com/songs/60054578.mkv
永不退缩,http://em.21dtv.com/songs/60054625.mkv
约定蓝天,http://em.21dtv.com/songs/60056253.mkv
一个男人的眼泪,http://em.21dtv.com/songs/60052966.mkv
一个男人的眼泪(演唱会),http://em.21dtv.com/songs/60052965.mkv
一个人,http://em.21dtv.com/songs/60052986.mkv
阳光ROCK,http://em.21dtv.com/songs/60087281.mkv
依靠,http://em.21dtv.com/songs/60053977.mkv
月亮代表我的心(演唱会),http://em.21dtv.com/songs/60056390.mkv
眼泪没有用(演唱会),http://em.21dtv.com/songs/60052075.mkv
越来越爱你,http://em.21dtv.com/songs/60056595.mkv
有梦的人,http://em.21dtv.com/songs/60055192.mkv
有谁懂得爱,http://em.21dtv.com/songs/60055305.mkv
一条龙,http://em.21dtv.com/songs/60053733.mkv
义无反顾,http://em.21dtv.com/songs/60132190.mkv
英雄有路,http://em.21dtv.com/songs/60123618.mkv
永夜,http://em.21dtv.com/songs/60054652.mkv
只爱你一个人,http://em.21dtv.com/songs/60058391.mkv
烛光,http://em.21dtv.com/songs/60059247.mkv
指挥家,http://em.21dtv.com/songs/60079630.mkv
着紧,http://em.21dtv.com/songs/60057957.mkv
拯救心田,http://em.21dtv.com/songs/60058338.mkv
走了千万里,http://em.21dtv.com/songs/60090569.mkv
知难而退,http://em.21dtv.com/songs/60099741.mkv
长藤挂铜铃1997,http://em.21dtv.com/songs/60057601.mkv
再问一次,http://em.21dtv.com/songs/60056991.mkv
再问一次(演唱会),http://em.21dtv.com/songs/60056990.mkv
珍惜,http://em.21dtv.com/songs/60057986.mkv
诛仙恋,http://em.21dtv.com/songs/60059205.mkv
诛仙我回来,http://em.21dtv.com/songs/60059206.mkv
再一次好吗,http://em.21dtv.com/songs/60057009.mkv
只要跟你好,http://em.21dtv.com/songs/60058492.mkv
只要我甘心,http://em.21dtv.com/songs/60058541.mkv
这样也好,http://em.21dtv.com/songs/60057896.mkv
这样也好(演唱会),http://em.21dtv.com/songs/60057895.mkv

容祖儿,#genre#
爱,http://em.21dtv.com/songs/60006919.mkv
爱(演唱会),http://em.21dtv.com/songs/60006904.mkv
爱ASHITERU,http://em.21dtv.com/songs/60092528.mkv
爱怪物的你,http://em.21dtv.com/songs/60007521.mkv
阿门(演唱会),http://em.21dtv.com/songs/60006796.mkv
爱情复兴,http://em.21dtv.com/songs/60008220.mkv
爱情苹果,http://em.21dtv.com/songs/60008347.mkv
爱是永恒,http://em.21dtv.com/songs/60092529.mkv
爱一个上一课,http://em.21dtv.com/songs/60009052.mkv
BAD_BOY,http://em.21dtv.com/songs/60120466.mkv
bad boy(演唱会),http://em.21dtv.com/songs/60000434.mkv
抱抱,http://em.21dtv.com/songs/60010056.mkv
抱抱(演唱会),http://em.21dtv.com/songs/60010055.mkv
beautiful love(演唱会),http://em.21dtv.com/songs/60000502.mkv
betrue(演唱会),http://em.21dtv.com/songs/60063539.mkv
be true(演唱会),http://em.21dtv.com/songs/60000476.mkv
飚汗,http://em.21dtv.com/songs/60010544.mkv
不好意思我爱你,http://em.21dtv.com/songs/60070545.mkv
绑梦,http://em.21dtv.com/songs/60165391.mkv
不容错失(演唱会),http://em.21dtv.com/songs/60011321.mkv
别说爱我,http://em.21dtv.com/songs/60010691.mkv
必杀技(演唱会),http://em.21dtv.com/songs/60010412.mkv
不想回家,http://em.21dtv.com/songs/60011458.mkv
不要对他说(演唱会),http://em.21dtv.com/songs/60011538.mkv
充电器,http://em.21dtv.com/songs/60071841.mkv
赤地雪,http://em.21dtv.com/songs/60012807.mkv
穿花蝴蝶,http://em.21dtv.com/songs/60013102.mkv
穿花蝴蝶(演唱会),http://em.21dtv.com/songs/60013101.mkv
疒孟,http://em.21dtv.com/songs/60012938.mkv
啜泣,http://em.21dtv.com/songs/60013424.mkv
啜泣(演唱会),http://em.21dtv.com/songs/60013423.mkv
出前一丁,http://em.21dtv.com/songs/60012948.mkv
出色,http://em.21dtv.com/songs/60068184.mkv
吹沙入眼,http://em.21dtv.com/songs/60092519.mkv
垂涎(演唱会),http://em.21dtv.com/songs/60064074.mkv
答案,http://em.21dtv.com/songs/60013721.mkv
答案之书,http://em.21dtv.com/songs/60164907.mkv
等不及爱上你,http://em.21dtv.com/songs/60014875.mkv
挡不住的风情(演唱会),http://em.21dtv.com/songs/60014668.mkv
dear,http://em.21dtv.com/songs/60001193.mkv
单人游,http://em.21dtv.com/songs/60165387.mkv
都是那个吻害的,http://em.21dtv.com/songs/60015703.mkv
独上西楼(演唱会),http://em.21dtv.com/songs/60015802.mkv
代替,http://em.21dtv.com/songs/60014259.mkv
dun dun dun,http://em.21dtv.com/songs/60001456.mkv
电我,http://em.21dtv.com/songs/60015356.mkv
第一次我想醉,http://em.21dtv.com/songs/60015250.mkv
第一次我想醉(演唱会),http://em.21dtv.com/songs/60015249.mkv
第一次想醉(演唱会),http://em.21dtv.com/songs/60064133.mkv
独照,http://em.21dtv.com/songs/60015821.mkv
飞(演唱会),http://em.21dtv.com/songs/60016765.mkv
放开你的头脑,http://em.21dtv.com/songs/60120467.mkv
forever love(演唱会),http://em.21dtv.com/songs/60001764.mkv
分身术,http://em.21dtv.com/songs/60017028.mkv
